CodGeraMT,DATA,HORA,KWH_CONSUMIDO,KWH_INJETADO_GD,POTENCIA_INSTALADA 
3013888597,12/01/2021,0,3.36,0.0,1000.0
3013888597,12/01/2021,1,3.36,0.0,1000.0
3013888597,12/01/2021,2,3.5,0.0,1000.0
3013888597,12/01/2021,3,3.5,0.0,1000.0
3013888597,12/01/2021,4,3.5,0.0,1000.0
3013888597,12/01/2021,5,3.36,0.0,1000.0
3013888597,12/01/2021,6,1.4,0.0,1000.0
3013888597,12/01/2021,7,0.0,0.0,1000.0
3013888597,12/01/2021,8,0.0,0.0,1000.0
3013888597,12/01/2021,9,0.0,0.0,1000.0
3013888597,12/01/2021,10,0.0,0.0,1000.0
3013888597,12/01/2021,11,0.0,0.0,1000.0
3013888597,12/01/2021,12,0.0,0.0,1000.0
3013888597,12/01/2021,13,0.0,0.0,1000.0
3013888597,12/01/2021,14,0.0,0.0,1000.0
3013888597,12/01/2021,15,0.0,0.0,1000.0
3013888597,12/01/2021,16,0.0,0.0,1000.0
3013888597,12/01/2021,17,0.0,0.0,1000.0
3013888597,12/01/2021,18,0.7,0.0,1000.0
3013888597,12/01/2021,19,3.36,0.0,1000.0
3013888597,12/01/2021,20,3.22,0.0,1000.0
3013888597,12/01/2021,21,3.5,0.0,1000.0
3013888597,12/01/2021,22,3.36,0.0,1000.0
3013888597,12/01/2021,23,3.5,0.0,1000.0
3013888597,13/01/2021,0,3.36,0.0,1000.0
3013888597,13/01/2021,1,3.36,0.0,1000.0
3013888597,13/01/2021,2,3.36,0.0,1000.0
3013888597,13/01/2021,3,3.36,0.0,1000.0
3013888597,13/01/2021,4,3.5,0.0,1000.0
3013888597,13/01/2021,5,2.38,0.0,1000.0
3013888597,13/01/2021,6,0.0,0.0,1000.0
3013888597,13/01/2021,7,0.0,0.0,1000.0
3013888597,13/01/2021,8,0.0,0.0,1000.0
3013888597,13/01/2021,9,0.0,0.0,1000.0
3013888597,13/01/2021,10,0.0,0.0,1000.0
3013888597,13/01/2021,11,0.0,0.0,1000.0
3013888597,13/01/2021,12,0.0,0.0,1000.0
3013888597,13/01/2021,13,0.0,0.0,1000.0
3013888597,13/01/2021,14,0.0,0.0,1000.0
3013888597,13/01/2021,15,0.0,0.0,1000.0
3013888597,13/01/2021,16,0.0,0.0,1000.0
3013888597,13/01/2021,17,0.0,0.0,1000.0
3013888597,13/01/2021,18,0.84,0.0,1000.0
3013888597,13/01/2021,19,3.36,0.0,1000.0
3013888597,13/01/2021,20,3.36,0.0,1000.0
3013888597,13/01/2021,21,3.36,0.0,1000.0
3013888597,13/01/2021,22,3.36,0.0,1000.0
3013888597,13/01/2021,23,3.5,0.0,1000.0
3013888597,14/01/2021,0,3.36,0.0,1000.0
3013888597,14/01/2021,1,3.5,0.0,1000.0
3013888597,14/01/2021,2,3.5,0.0,1000.0
3013888597,14/01/2021,3,3.5,0.0,1000.0
3013888597,14/01/2021,4,3.36,0.0,1000.0
3013888597,14/01/2021,5,2.38,0.0,1000.0
3013888597,14/01/2021,6,0.0,0.0,1000.0
3013888597,14/01/2021,7,0.0,0.0,1000.0
3013888597,14/01/2021,8,0.0,0.0,1000.0
3013888597,14/01/2021,9,0.0,0.0,1000.0
3013888597,14/01/2021,10,0.0,0.0,1000.0
3013888597,14/01/2021,11,0.0,0.0,1000.0
3013888597,14/01/2021,12,0.0,0.0,1000.0
3013888597,14/01/2021,13,0.0,0.0,1000.0
3013888597,14/01/2021,14,0.0,0.0,1000.0
3013888597,14/01/2021,15,0.0,0.0,1000.0
3013888597,14/01/2021,16,0.14,0.0,1000.0
3013888597,14/01/2021,17,0.0,0.0,1000.0
3013888597,14/01/2021,18,0.7,0.0,1000.0
3013888597,14/01/2021,19,3.36,0.0,1000.0
3013888597,14/01/2021,20,3.36,0.0,1000.0
3013888597,14/01/2021,21,3.5,0.0,1000.0
3013888597,14/01/2021,22,3.5,0.0,1000.0
3013888597,14/01/2021,23,3.5,0.0,1000.0
3013888597,15/01/2021,0,3.36,0.0,1000.0
3013888597,15/01/2021,1,3.5,0.0,1000.0
3013888597,15/01/2021,2,3.36,0.0,1000.0
3013888597,15/01/2021,3,3.5,0.0,1000.0
3013888597,15/01/2021,4,3.36,0.0,1000.0
3013888597,15/01/2021,5,2.94,0.0,1000.0
3013888597,15/01/2021,6,0.0,0.0,1000.0
3013888597,15/01/2021,7,0.0,0.0,1000.0
3013888597,15/01/2021,8,0.0,0.0,1000.0
3013888597,15/01/2021,9,0.0,0.0,1000.0
3013888597,15/01/2021,10,0.0,0.0,1000.0
3013888597,15/01/2021,11,0.0,0.0,1000.0
3013888597,15/01/2021,12,0.0,0.0,1000.0
3013888597,15/01/2021,13,0.0,0.0,1000.0
3013888597,15/01/2021,14,0.0,0.0,1000.0
3013888597,15/01/2021,15,0.0,0.0,1000.0
3013888597,15/01/2021,16,0.0,0.0,1000.0
3013888597,15/01/2021,17,0.0,0.0,1000.0
3013888597,15/01/2021,18,1.4,0.0,1000.0
3013888597,15/01/2021,19,3.5,0.0,1000.0
3013888597,15/01/2021,20,3.36,0.0,1000.0
3013888597,15/01/2021,21,3.36,0.0,1000.0
3013888597,15/01/2021,22,3.5,0.0,1000.0
3013888597,15/01/2021,23,3.5,0.0,1000.0
3013888597,16/01/2021,0,3.36,0.0,1000.0
3013888597,16/01/2021,1,3.5,0.0,1000.0
3013888597,16/01/2021,2,3.36,0.0,1000.0
3013888597,16/01/2021,3,3.5,0.0,1000.0
3013888597,16/01/2021,4,3.36,0.0,1000.0
3013888597,16/01/2021,5,2.66,0.0,1000.0
3013888597,16/01/2021,6,0.0,0.0,1000.0
3013888597,16/01/2021,7,0.0,0.0,1000.0
3013888597,16/01/2021,8,0.0,0.0,1000.0
3013888597,16/01/2021,9,0.0,0.0,1000.0
3013888597,16/01/2021,10,0.0,0.0,1000.0
3013888597,16/01/2021,11,0.0,0.0,1000.0
3013888597,16/01/2021,12,0.0,0.0,1000.0
3013888597,16/01/2021,13,0.0,0.0,1000.0
3013888597,16/01/2021,14,0.0,0.0,1000.0
3013888597,16/01/2021,15,0.0,0.0,1000.0
3013888597,16/01/2021,16,0.0,0.0,1000.0
3013888597,16/01/2021,17,0.0,0.0,1000.0
3013888597,16/01/2021,18,0.84,0.0,1000.0
3013888597,16/01/2021,19,3.5,0.0,1000.0
3013888597,16/01/2021,20,3.36,0.0,1000.0
3013888597,16/01/2021,21,3.36,0.0,1000.0
3013888597,16/01/2021,22,3.36,0.0,1000.0
3013888597,16/01/2021,23,3.5,0.0,1000.0
3013888597,17/01/2021,0,3.36,0.0,1000.0
3013888597,17/01/2021,1,3.36,0.0,1000.0
3013888597,17/01/2021,2,3.5,0.0,1000.0
3013888597,17/01/2021,3,3.5,0.0,1000.0
3013888597,17/01/2021,4,3.36,0.0,1000.0
3013888597,17/01/2021,5,2.66,0.0,1000.0
3013888597,17/01/2021,6,0.0,0.0,1000.0
3013888597,17/01/2021,7,0.0,0.0,1000.0
3013888597,17/01/2021,8,0.0,0.0,1000.0
3013888597,17/01/2021,9,0.0,0.0,1000.0
3013888597,17/01/2021,10,0.0,0.0,1000.0
3013888597,17/01/2021,11,0.0,0.0,1000.0
3013888597,17/01/2021,12,0.0,0.0,1000.0
3013888597,17/01/2021,13,0.0,0.0,1000.0
3013888597,17/01/2021,14,0.0,0.0,1000.0
3013888597,17/01/2021,15,0.0,0.0,1000.0
3013888597,17/01/2021,16,0.0,0.0,1000.0
3013888597,17/01/2021,17,0.0,0.0,1000.0
3013888597,17/01/2021,18,1.26,0.0,1000.0
3013888597,17/01/2021,19,3.36,0.0,1000.0
3013888597,17/01/2021,20,3.5,0.0,1000.0
3013888597,17/01/2021,21,3.36,0.0,1000.0
3013888597,17/01/2021,22,3.36,0.0,1000.0
3013888597,17/01/2021,23,3.36,0.0,1000.0
3013888597,18/01/2021,0,3.36,0.0,1000.0
3013888597,18/01/2021,1,3.36,0.0,1000.0
3013888597,18/01/2021,2,3.36,0.0,1000.0
3013888597,18/01/2021,3,3.36,0.0,1000.0
3013888597,18/01/2021,4,3.5,0.0,1000.0
3013888597,18/01/2021,5,2.8,0.0,1000.0
3013888597,18/01/2021,6,0.0,0.0,1000.0
3013888597,18/01/2021,7,0.0,0.0,1000.0
3013888597,18/01/2021,8,0.0,0.0,1000.0
3013888597,18/01/2021,9,0.0,0.0,1000.0
3013888597,18/01/2021,10,0.0,0.0,1000.0
3013888597,18/01/2021,11,0.0,0.0,1000.0
3013888597,18/01/2021,12,0.0,0.0,1000.0
3013888597,18/01/2021,13,0.0,0.0,1000.0
3013888597,18/01/2021,14,0.0,0.0,1000.0
3013888597,18/01/2021,15,0.0,0.0,1000.0
3013888597,18/01/2021,16,0.0,0.0,1000.0
3013888597,18/01/2021,17,0.0,0.0,1000.0
3013888597,18/01/2021,18,0.7,0.0,1000.0
3013888597,18/01/2021,19,3.22,0.0,1000.0
3013888597,18/01/2021,20,3.36,0.0,1000.0
3013888597,18/01/2021,21,3.36,0.0,1000.0
3013888597,18/01/2021,22,3.36,0.0,1000.0
3013888597,18/01/2021,23,3.36,0.0,1000.0
3013888597,19/01/2021,0,3.36,0.0,1000.0
3013888597,19/01/2021,1,3.36,0.0,1000.0
3013888597,19/01/2021,2,3.5,0.0,1000.0
3013888597,19/01/2021,3,3.36,0.0,1000.0
3013888597,19/01/2021,4,3.36,0.0,1000.0
3013888597,19/01/2021,5,2.66,0.0,1000.0
3013888597,19/01/2021,6,0.0,0.0,1000.0
3013888597,19/01/2021,7,0.0,0.0,1000.0
3013888597,19/01/2021,8,0.0,0.0,1000.0
3013888597,19/01/2021,9,0.0,0.0,1000.0
3013888597,19/01/2021,10,0.0,0.0,1000.0
3013888597,19/01/2021,11,0.0,0.0,1000.0
3013888597,19/01/2021,12,0.0,0.0,1000.0
3013888597,19/01/2021,13,0.0,0.0,1000.0
3013888597,19/01/2021,14,0.0,0.0,1000.0
3013888597,19/01/2021,15,0.0,0.0,1000.0
3013888597,19/01/2021,16,0.0,0.0,1000.0
3013888597,19/01/2021,17,0.0,0.0,1000.0
3013888597,19/01/2021,18,0.7,0.0,1000.0
3013888597,19/01/2021,19,3.22,0.0,1000.0
3013888597,19/01/2021,20,3.36,0.0,1000.0
3013888597,19/01/2021,21,3.36,0.0,1000.0
3013888597,19/01/2021,22,3.5,0.0,1000.0
3013888597,19/01/2021,23,3.36,0.0,1000.0
3013888597,20/01/2021,0,3.36,0.0,1000.0
3013888597,20/01/2021,1,3.36,0.0,1000.0
3013888597,20/01/2021,2,3.5,0.0,1000.0
3013888597,20/01/2021,3,3.36,0.0,1000.0
3013888597,20/01/2021,4,3.5,0.0,1000.0
3013888597,20/01/2021,5,2.8,0.0,1000.0
3013888597,20/01/2021,6,0.0,0.0,1000.0
3013888597,20/01/2021,7,0.0,0.0,1000.0
3013888597,20/01/2021,8,0.0,0.0,1000.0
3013888597,20/01/2021,9,0.0,0.0,1000.0
3013888597,20/01/2021,10,0.0,0.0,1000.0
3013888597,20/01/2021,11,0.0,0.0,1000.0
3013888597,20/01/2021,12,0.0,0.0,1000.0
3013888597,20/01/2021,13,0.0,0.0,1000.0
3013888597,20/01/2021,14,0.0,0.0,1000.0
3013888597,20/01/2021,15,0.0,0.0,1000.0
3013888597,20/01/2021,16,0.0,0.0,1000.0
3013888597,20/01/2021,17,0.0,0.0,1000.0
3013888597,20/01/2021,18,0.56,0.0,1000.0
3013888597,20/01/2021,19,3.22,0.0,1000.0
3013888597,20/01/2021,20,3.5,0.0,1000.0
3013888597,20/01/2021,21,3.36,0.0,1000.0
